Journal number,Voucher,Date,Year closed,Ledger account,Account name,Description,Currency,Amount in transaction currency,Amount,Amount in reporting currency,Posting type,Posting layer,Created by,Created date and time
GJT-049301,APIN000020040,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Service Period 6/15 - 7/16/20,USD,-1637.96,-1637.96,-1637.96,Vendor balance,Current,fgilmour,2020-08-17 17:54:44
GJT-049301,APIN000020040,2020-08-14 00:00:00,No,621100,Utilities,Service Period 6/15 - 7/16/20,USD,1637.96,1637.96,1637.96,Ledger journal,Current,fgilmour,2020-08-17 17:54:44
GJT-049300,APIN000020039,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Service Period 12/18/19 - 7/18/20,USD,-779.96,-779.96,-779.96,Vendor balance,Current,fgilmour,2020-08-17 17:54:44
GJT-049300,APIN000020039,2020-08-14 00:00:00,No,621100,Utilities,Service Period 12/18/19 - 7/18/20,USD,779.96,779.96,779.96,Ledger journal,Current,fgilmour,2020-08-17 17:54:44
GJT-049299,APIN000020038,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Service Period 12/18/19 - 7/18/20,USD,-1649.72,-1649.72,-1649.72,Vendor balance,Current,fgilmour,2020-08-17 17:54:44
GJT-049299,APIN000020038,2020-08-14 00:00:00,No,621100,Utilities,Service Period 12/18/19 - 7/18/20,USD,1649.72,1649.72,1649.72,Ledger journal,Current,fgilmour,2020-08-17 17:54:44
GJT-049298,APIN000020037,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Service Period 6/15/20 - 7/16/20,USD,-73.9,-73.9,-73.9,Vendor balance,Current,fgilmour,2020-08-17 17:54:43
GJT-049298,APIN000020037,2020-08-14 00:00:00,No,621100,Utilities,Service Period 6/15/20 - 7/16/20,USD,73.9,73.9,73.9,Ledger journal,Current,fgilmour,2020-08-17 17:54:43
GJT-049297,APIN000020157,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Building 1 - Pay App #9 - Electrical,USD,-82674.15,-82674.15,-82674.15,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049297,APIN000020157,2020-08-14 00:00:00,No,154000,Leasehold Improvements,Building 1 - Pay App #9 - Electrical,USD,82674.15,82674.15,82674.15,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049296,APIN000020015,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Carpentry - Repaired Swing Door by Cash Registers,USD,-251.0,-251.0,-251.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049296,APIN000020015,2020-08-14 00:00:00,No,675000,SG&A Repair & Maintenance,Labor - Carpentry - Repaired Swing Door by Cash Registers,USD,251.0,251.0,251.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049295,APIN000020014,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,"Labor - Carpentry - Reset Timer for Sign, Painted Over Graffiti on Side Buidling",USD,-377.0,-377.0,-377.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049295,APIN000020014,2020-08-14 00:00:00,No,675000,SG&A Repair & Maintenance,"Labor - Carpentry - Reset Timer for Sign, Painted Over Graffiti on Side Buidling",USD,377.0,377.0,377.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049294,APIN000020013,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Carpentry - Repaired Swing Door Latch Mount Brace,USD,-168.0,-168.0,-168.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049294,APIN000020013,2020-08-14 00:00:00,No,675000,SG&A Repair & Maintenance,Labor - Carpentry - Repaired Swing Door Latch Mount Brace,USD,168.0,168.0,168.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049293,APIN000020012,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Carpentry - Repaired Interior Door,USD,-2235.0,-2235.0,-2235.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049293,APIN000020012,2020-08-14 00:00:00,No,154000,Leasehold Improvements,Labor - Carpentry - Repaired Interior Door,USD,2235.0,2235.0,2235.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049292,APIN000020011,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Electrical - Install 2 Fans,USD,-312.0,-312.0,-312.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049292,APIN000020011,2020-08-14 00:00:00,No,531000,Repairs/Maintenance,Labor - Electrical - Install 2 Fans,USD,312.0,312.0,312.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049291,APIN000020010,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Electrical - Supplied and Installed New Plug and Outlet for Machine,USD,-358.0,-358.0,-358.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049291,APIN000020010,2020-08-14 00:00:00,No,531000,Repairs/Maintenance,Labor - Electrical - Supplied and Installed New Plug and Outlet for Machine,USD,358.0,358.0,358.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049290,APIN000020009,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Carpentry - Fencing,USD,-704.0,-704.0,-704.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049290,APIN000020009,2020-08-14 00:00:00,No,531000,Repairs/Maintenance,Labor - Carpentry - Fencing,USD,704.0,704.0,704.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049289,APIN000020008,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,"Labor - Electrical - Supply and Run New Outlet, Conduit, J Boxes, Pole Breaker",USD,-1228.0,-1228.0,-1228.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049289,APIN000020008,2020-08-14 00:00:00,No,154000,Leasehold Improvements,"Labor - Electrical - Supply and Run New Outlet, Conduit, J Boxes, Pole Breaker",USD,1228.0,1228.0,1228.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049288,APIN000020007,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Electrical - Troubleshoot Outages at Store,USD,-195.0,-195.0,-195.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049288,APIN000020007,2020-08-14 00:00:00,No,675000,SG&A Repair & Maintenance,Labor - Electrical - Troubleshoot Outages at Store,USD,195.0,195.0,195.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049287,APIN000020006,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Carpentry - Supplied and Installed New Flapper/Fill in Toilet,USD,-158.0,-158.0,-158.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049287,APIN000020006,2020-08-14 00:00:00,No,675000,SG&A Repair & Maintenance,Labor - Carpentry - Supplied and Installed New Flapper/Fill in Toilet,USD,158.0,158.0,158.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049286,APIN000020005,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Electrical - Removed Existing Outlet and Wiring,USD,-1697.0,-1697.0,-1697.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049286,APIN000020005,2020-08-14 00:00:00,No,153000,Real Estate Improvements,Labor - Electrical - Removed Existing Outlet and Wiring,USD,1697.0,1697.0,1697.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049285,APIN000020003,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Electrical - Electrical for A/C,USD,-225.0,-225.0,-225.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049285,APIN000020003,2020-08-14 00:00:00,No,675000,SG&A Repair & Maintenance,Labor - Electrical - Electrical for A/C,USD,225.0,225.0,225.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049284,APIN000020002,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Carpentry - Repaired Handle on Door,USD,-207.0,-207.0,-207.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049284,APIN000020002,2020-08-14 00:00:00,No,675000,SG&A Repair & Maintenance,Labor - Carpentry - Repaired Handle on Door,USD,207.0,207.0,207.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049283,APIN000020001,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Plumbing - Supplied and Installed New Drain Sink,USD,-318.0,-318.0,-318.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049283,APIN000020001,2020-08-14 00:00:00,No,531000,Repairs/Maintenance,Labor - Plumbing - Supplied and Installed New Drain Sink,USD,318.0,318.0,318.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049282,APIN000020000,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Carpentry - Built Shelving,USD,-668.0,-668.0,-668.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049282,APIN000020000,2020-08-14 00:00:00,No,150000,Construction in Progress,Labor - Carpentry - Built Shelving,USD,668.0,668.0,668.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049281,APIN000019999,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Electrical - Run Wires for New Outlets,USD,-1543.0,-1543.0,-1543.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049281,APIN000019999,2020-08-14 00:00:00,No,154000,Leasehold Improvements,Labor - Electrical - Run Wires for New Outlets,USD,1543.0,1543.0,1543.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049280,APIN000019998,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Electrical - Disconeedted Electrical and Pull Out Existing Wiring from Pipe Running on Floor,USD,-1573.0,-1573.0,-1573.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049280,APIN000019998,2020-08-14 00:00:00,No,154000,Leasehold Improvements,Labor - Electrical - Disconeedted Electrical and Pull Out Existing Wiring from Pipe Running on Floor,USD,1573.0,1573.0,1573.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049279,APIN000019997,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Electrical - Removed Existing Outlet and Wiring,USD,-1595.0,-1595.0,-1595.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049279,APIN000019997,2020-08-14 00:00:00,No,153000,Real Estate Improvements,Labor - Electrical - Removed Existing Outlet and Wiring,USD,1595.0,1595.0,1595.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049278,APIN000019996,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Carpentry - Change Out Bulbs and Ballast,USD,-2470.0,-2470.0,-2470.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049278,APIN000019996,2020-08-14 00:00:00,No,154000,Leasehold Improvements,Labor - Carpentry - Change Out Bulbs and Ballast,USD,2470.0,2470.0,2470.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049277,APIN000019991,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Labor - Electrical - 4 New Outlets in Pump Room,USD,-1844.0,-1844.0,-1844.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049277,APIN000019991,2020-08-14 00:00:00,No,154000,Leasehold Improvements,Labor - Electrical - 4 New Outlets in Pump Room,USD,1844.0,1844.0,1844.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049276,APIN000019990,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Aug 2020 Rent Short Payment,USD,-273.27,-273.27,-273.27,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049276,APIN000019990,2020-08-14 00:00:00,No,621000,Rent,Aug 2020 Rent Short Payment,USD,273.27,273.27,273.27,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049275,APIN000019988,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Complete Package with Terpene (Flower) 8.12.20,USD,-2087.0,-2087.0,-2087.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049275,APIN000019988,2020-08-14 00:00:00,No,510800,Testing,Complete Package with Terpene (Flower) 8.12.20,USD,2087.0,2087.0,2087.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049274,APIN000019987,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,No Samples Upon Arrival 8.13.20 - Pick Up Fee,USD,-75.0,-75.0,-75.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049274,APIN000019987,2020-08-14 00:00:00,No,510800,Testing,No Samples Upon Arrival 8.13.20 - Pick Up Fee,USD,75.0,75.0,75.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049273,APIN000019986,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Complete Package with Terpene (Concentrates) 8.12.20,USD,-4483.0,-4483.0,-4483.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049273,APIN000019986,2020-08-14 00:00:00,No,510800,Testing,Complete Package with Terpene (Concentrates) 8.12.20,USD,4483.0,4483.0,4483.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049272,APIN000019985,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Complete Package with Terpene (Flower) 8.11.20,USD,-1884.0,-1884.0,-1884.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049272,APIN000019985,2020-08-14 00:00:00,No,510800,Testing,Complete Package with Terpene (Flower) 8.11.20,USD,1584.0,1584.0,1584.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049272,APIN000019985,2020-08-14 00:00:00,No,510800,Testing,Rush Fee,USD,300.0,300.0,300.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049271,APIN000019984,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Complete Package with Terpene (Concentrates) 8.11.20,USD,-626.0,-626.0,-626.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049271,APIN000019984,2020-08-14 00:00:00,No,510800,Testing,Complete Package with Terpene (Concentrates) 8.11.20,USD,626.0,626.0,626.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049270,APIN000019983,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Complete Package with Terpene (Flower) 8.10.20,USD,-2590.0,-2590.0,-2590.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049270,APIN000019983,2020-08-14 00:00:00,No,510800,Testing,Complete Package with Terpene (Flower) 8.10.20,USD,2590.0,2590.0,2590.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049269,APIN000019982,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,"Complete Package with Terpene (Concentrates), Complete Package without Terpene (Concentrates), Pesticide Testing",USD,-3561.0,-3561.0,-3561.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049269,APIN000019982,2020-08-14 00:00:00,No,510800,Testing,"Complete Package with Terpene (Concentrates), Complete Package without Terpene (Concentrates), Pesticide Testing",USD,2911.0,2911.0,2911.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049269,APIN000019982,2020-08-14 00:00:00,No,510800,Testing,Rush Fee,USD,650.0,650.0,650.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049268,APIN000019981,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Complete Package with Terpene (Flower) 8.7.20,USD,-1081.0,-1081.0,-1081.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049268,APIN000019981,2020-08-14 00:00:00,No,510800,Testing,Complete Package with Terpene (Flower) 8.7.20,USD,1081.0,1081.0,1081.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049267,APIN000019980,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,"Complete Package with Terpene (Concentrates), Pesticide Testing, Potency (Cannabinoid Panel), Heavy Metal Detection, Microbial, Mycotoxins, Pesticide, Potency (Cannabinoid Panel), Terpene Testing 8.7.20",USD,-5284.0,-5284.0,-5284.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049267,APIN000019980,2020-08-14 00:00:00,No,510800,Testing,"Complete Package with Terpene (Concentrates), Pesticide Testing, Potency (Cannabinoid Panel) 8.7.20",USD,2444.0,2444.0,2444.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049267,APIN000019980,2020-08-14 00:00:00,No,510800,Testing,Rush Fee,USD,300.0,300.0,300.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049267,APIN000019980,2020-08-14 00:00:00,No,510800,Testing,"Heavy Metal Detection, Microbial, Mycotoxins, Pesticide, Potency (Cannabinoid Panel), Terpene Testing 8.7.20",USD,2540.0,2540.0,2540.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049266,APIN000019979,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Complete Package with Terpene (Flower) 8.6.20,USD,-578.0,-578.0,-578.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049266,APIN000019979,2020-08-14 00:00:00,No,510800,Testing,Complete Package with Terpene (Flower) 8.6.20,USD,578.0,578.0,578.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049265,APIN000019978,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,"Complete Package with Terpene (Concentrates), Complete Package without Terpene (Concentrates), Pesticide Testing, Potency (Cannabinoid Panel) 8.6.20",USD,-2361.0,-2361.0,-2361.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049265,APIN000019978,2020-08-14 00:00:00,No,510800,Testing,"Complete Package with Terpene (Concentrates), Complete Package without Terpene (Concentrates), Pesticide Testing, Potency (Cannabinoid Panel) 8.6.20",USD,2361.0,2361.0,2361.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049264,APIN000019977,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Complete Package with Terpene (Flower) 8.4.20,USD,-1774.0,-1774.0,-1774.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049264,APIN000019977,2020-08-14 00:00:00,No,510800,Testing,Complete Package with Terpene (Flower) 8.4.20,USD,1774.0,1774.0,1774.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049263,APIN000019974,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Complete Package with Terpene (Flower) 7.30.20,USD,-578.0,-578.0,-578.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:38
GJT-049263,APIN000019974,2020-08-14 00:00:00,No,510800,Testing,Complete Package with Terpene (Flower) 7.30.20,USD,578.0,578.0,578.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:38
GJT-049262,APIN000019973,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Complete Package with Terpene (Flower) 7.28.20,USD,-2087.0,-2087.0,-2087.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:37
GJT-049262,APIN000019973,2020-08-14 00:00:00,No,510800,Testing,Complete Package with Terpene (Flower) 7.28.20,USD,2087.0,2087.0,2087.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:37
GJT-049261,APIN000019971,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,L House - HVAC Wire Repair,USD,-1095.0,-1095.0,-1095.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:37
GJT-049261,APIN000019971,2020-08-14 00:00:00,No,531000,Repairs/Maintenance,L House - HVAC Wire Repair,USD,1095.0,1095.0,1095.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:37
GJT-049260,APIN000019970,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,L House - Electrical & Wiring,USD,-600.0,-600.0,-600.0,Vendor balance,Current,fgilmour,2020-08-17 17:51:37
GJT-049260,APIN000019970,2020-08-14 00:00:00,No,531000,Repairs/Maintenance,L House - Electrical & Wiring,USD,600.0,600.0,600.0,Ledger journal,Current,fgilmour,2020-08-17 17:51:37
GJT-049259,APIN000020155,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Bluetooth Padlock - Standard,USD,-112.95,-112.95,-112.95,Vendor balance,Current,fgilmour,2020-08-17 16:34:43
GJT-049259,APIN000020155,2020-08-14 00:00:00,No,510950,General Supplies,Bluetooth Padlock - Standard,USD,112.95,112.95,112.95,Ledger journal,Current,fgilmour,2020-08-17 16:34:43
GJT-049258,APIN000020154,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Full Page Advertising - Select,USD,-14200.0,-14200.0,-14200.0,Vendor balance,Current,fgilmour,2020-08-17 16:34:43
GJT-049258,APIN000020154,2020-08-14 00:00:00,No,662000,Advertising,Full Page Advertising - Select,USD,14200.0,14200.0,14200.0,Ledger journal,Current,fgilmour,2020-08-17 16:34:43
GJT-049257,APIN000020153,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Adjusted the Door Contact and Magnet,USD,-393.8,-393.8,-393.8,Vendor balance,Current,fgilmour,2020-08-17 16:34:43
GJT-049257,APIN000020153,2020-08-14 00:00:00,No,675000,SG&A Repair & Maintenance,Adjusted the Door Contact and Magnet,USD,393.8,393.8,393.8,Ledger journal,Current,fgilmour,2020-08-17 16:34:43
GJT-049256,APIN000020152,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Replaced Damaged Door Strike and Door Contact,USD,-374.49,-374.49,-374.49,Vendor balance,Current,fgilmour,2020-08-17 16:34:43
GJT-049256,APIN000020152,2020-08-14 00:00:00,No,675000,SG&A Repair & Maintenance,Replaced Damaged Door Strike and Door Contact,USD,374.49,374.49,374.49,Ledger journal,Current,fgilmour,2020-08-17 16:34:43
GJT-049255,APIN000020151,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Late Charge,USD,-26.93,-26.93,-26.93,Vendor balance,Current,fgilmour,2020-08-17 16:34:43
GJT-049255,APIN000020151,2020-08-14 00:00:00,No,510600,Gas,Late Charge,USD,26.93,26.93,26.93,Ledger journal,Current,fgilmour,2020-08-17 16:34:43
GJT-049254,APIN000020150,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,Re-bed Carbon Unit,USD,-777.1,-777.1,-777.1,Vendor balance,Current,fgilmour,2020-08-17 16:34:43
GJT-049254,APIN000020150,2020-08-14 00:00:00,No,531000,Repairs/Maintenance,Re-bed Carbon Unit,USD,777.1,777.1,777.1,Ledger journal,Current,fgilmour,2020-08-17 16:34:43
GJT-049253,APIN000020149,2020-08-14 00:00:00,No,200000,Accounts Payable - Trade,"Sharpie Markers, Easy Glide Gel Pen",USD,-107.91,-107.91,-107.91,Vendor balance,Current,fgilmour,2020-08-17 16:34:43
GJT-049253,APIN000020149,2020-08-14 00:00:00,No,510950,General Supplies,"Sharpie Markers, Easy Glide Gel Pen",USD,107.91,107.91,107.91,Ledger journal,Current,fgilmour,2020-08-17 16:34:43
